Year,Sex,Fatal,Age,Moment
2004.0,M,N,,
2004.0,F,N,28.0,Afternoon
2004.0,F,N,13.0,Afternoon
2004.0,F,N,19.0,Afternoon
2004.0,M,N,11.0,Evening
2004.0,M,N,51.0,
2004.0,M,Y,30.0,Afternoon
2004.0,F,N,15.0,
2004.0,M,N,7.0,Afternoon
2004.0,M,N,45.0,Morning
2004.0,M,,,
2004.0,F,N,,
2004.0,M,N,17.0,Afternoon
2004.0,M,N,8.0,Evening
2004.0,M,Y,21.0,Afternoon
2004.0,M,N,16.0,Evening
2004.0,M,N,17.0,Afternoon
2004.0,M,N,44.0,Morning
2004.0,M,N,9.0,Afternoon
2004.0,M,,9.0,
2004.0,F,N,9.0,Afternoon
2004.0,F,N,24.0,Afternoon
2004.0,M,N,63.0,Afternoon
2004.0,M,N,28.0,Afternoon
2004.0,M,Y,22.0,Afternoon
2004.0,M,N,,Morning
2004.0,M,Y,,
2004.0,M,Y,57.0,Morning
2004.0,M,N,16.0,Afternoon
2004.0,F,,22.0,
2004.0,M,N,26.0,
2004.0,M,N,20.0,Morning
2004.0,M,N,22.0,Morning
2004.0,M,N,,Afternoon
2004.0,M,N,20.0,Afternoon
2004.0,M,N,61.0,Morning
2004.0,F,N,,Morning
2004.0,M,N,,Afternoon
2004.0,M,N,51.0,Morning
2004.0,M,N,47.0,
2004.0,M,Y,29.0,Afternoon
2004.0,M,N,15.0,Evening
2004.0,M,,31.0,Morning
2004.0,M,N,22.0,
2004.0,M,N,46.0,Morning
2004.0,M,N,21.0,
2004.0,M,N,,Afternoon
2004.0,M,N,40.0,Morning
2004.0,M,N,,Afternoon
2004.0,M,,,Afternoon
2004.0,,Y,,Night
2003.0,,N,,
2003.0,M,,28.0,
2003.0,M,N,13.0,Afternoon
2003.0,M,Y,45.0,Night
2003.0,M,N,36.0,Morning
2003.0,M,N,,Morning
2003.0,M,Y,21.0,Morning
2003.0,F,N,35.0,Afternoon
2003.0,M,N,35.0,
2003.0,M,N,24.0,
2003.0,M,N,,
2003.0,M,N,,Night
2003.0,M,N,18.0,Afternoon
2003.0,M,N,22.0,Afternoon
2003.0,F,N,13.0,Morning
2003.0,M,N,46.0,Afternoon
2003.0,M,,56.0,Afternoon
2003.0,M,N,19.0,
2003.0,M,Y,,
2003.0,F,N,,Afternoon
2003.0,M,N,18.0,Afternoon
2003.0,M,N,30.0,Afternoon
2003.0,M,N,50.0,Afternoon
2003.0,F,N,41.0,Afternoon
2003.0,M,Y,40.0,Night
2003.0,M,N,16.0,Morning
2003.0,M,N,21.0,Morning
2003.0,M,N,19.0,Afternoon
2003.0,M,N,17.0,Afternoon
2003.0,M,N,30.0,Afternoon
2003.0,,N,36.0,Morning
2003.0,F,,9.0,Afternoon
2003.0,M,N,18.0,Afternoon
2003.0,M,N,15.0,Afternoon
2003.0,M,Y,19.0,Afternoon
2003.0,M,N,,Afternoon
2003.0,F,Y,50.0,Morning
2003.0,M,,31.0,Night
2003.0,M,N,16.0,Morning
2003.0,M,N,37.0,
2003.0,M,N,18.0,Afternoon
2003.0,F,N,15.0,Afternoon
2003.0,M,N,58.0,Afternoon
2003.0,M,N,10.0,Morning
2003.0,M,N,21.0,
2003.0,M,N,39.0,Afternoon
2003.0,M,N,17.0,Afternoon
2003.0,M,N,15.0,Morning
2003.0,M,Y,,
2003.0,F,N,12.0,Afternoon
2003.0,M,N,60.0,Morning
2003.0,M,N,51.0,Afternoon
2003.0,M,N,33.0,Afternoon
2003.0,,N,15.0,Morning
2003.0,F,,22.0,
2003.0,M,N,18.0,Morning
2003.0,M,N,22.0,Afternoon
2003.0,M,N,20.0,Morning
2003.0,M,N,34.0,Morning
2003.0,F,N,9.0,Afternoon
2003.0,M,N,16.0,Evening
2003.0,M,N,17.0,Afternoon
2003.0,M,N,7.0,
2003.0,M,N,36.0,Afternoon
2003.0,M,N,17.0,Afternoon
2003.0,M,N,30.0,Afternoon
2003.0,M,N,23.0,Morning
2003.0,M,N,18.0,Afternoon
2003.0,M,N,11.0,Afternoon
2003.0,M,N,12.0,Morning
2003.0,M,N,20.0,Afternoon
2003.0,M,N,28.0,
2003.0,M,N,50.0,Morning
2003.0,F,N,,
2003.0,M,N,44.0,Morning
2003.0,M,N,37.0,Night
2003.0,M,N,54.0,Afternoon
2003.0,M,N,24.0,
2003.0,M,Y,84.0,Morning
2003.0,M,,14.0,
2003.0,F,N,,Afternoon
2002.0,F,N,18.0,
2002.0,M,N,25.0,Afternoon
2002.0,M,N,26.0,
2002.0,M,,11.0,
2002.0,M,Y,23.0,Night
2002.0,M,Y,19.0,
2002.0,M,N,,Afternoon
2002.0,M,N,48.0,Morning
2002.0,F,N,34.0,Morning
2002.0,F,N,41.0,Morning
2002.0,M,N,21.0,Afternoon
2002.0,M,N,16.0,Afternoon
2002.0,M,N,52.0,
2002.0,F,N,60.0,Morning
2002.0,M,Y,36.0,Afternoon
2002.0,M,N,21.0,Night
2002.0,M,N,14.0,Afternoon
2002.0,M,N,35.0,Afternoon
2002.0,M,N,18.0,Afternoon
2002.0,M,N,47.0,Afternoon
2002.0,M,N,32.0,Morning
2002.0,M,N,55.0,Afternoon
2002.0,M,N,,Afternoon
2002.0,M,N,,Afternoon
2002.0,M,N,24.0,
2002.0,M,N,35.0,Morning
2002.0,M,N,19.0,Afternoon
2002.0,,N,,Morning
2002.0,M,N,47.0,Afternoon
2002.0,M,N,20.0,Afternoon
2002.0,M,N,36.0,Afternoon
2002.0,M,N,16.0,Afternoon
2002.0,F,N,29.0,Afternoon
2002.0,M,N,27.0,Afternoon
2002.0,M,N,15.0,Afternoon
2002.0,M,N,15.0,Afternoon
2002.0,M,N,30.0,
2002.0,M,N,14.0,Morning
2002.0,M,N,13.0,Evening
2002.0,F,N,15.0,Afternoon
2002.0,M,N,19.0,Evening
2002.0,M,Y,41.0,Night
2002.0,M,N,22.0,Afternoon
2002.0,F,N,9.0,Afternoon
2002.0,M,N,30.0,Morning
2002.0,F,N,11.0,Afternoon
2002.0,,,,
2002.0,,N,,
2002.0,,Y,,
2002.0,,N,,Afternoon
2002.0,M,N,28.0,Afternoon
2002.0,M,N,50.0,Morning
2002.0,M,N,10.0,Afternoon
2002.0,M,N,50.0,
2002.0,M,N,24.0,Afternoon
2002.0,M,N,16.0,Afternoon
2002.0,M,N,55.0,Afternoon
2002.0,M,N,35.0,Morning
2002.0,M,N,,
2002.0,M,N,14.0,
2002.0,M,N,31.0,
2002.0,M,N,40.0,Afternoon
2002.0,M,N,20.0,
2002.0,M,Y,23.0,Afternoon
2002.0,M,,52.0,
2002.0,M,N,34.0,Morning
2002.0,M,N,28.0,Morning
2002.0,M,N,45.0,Evening
2002.0,M,N,43.0,Morning
2002.0,M,N,41.0,Afternoon
2002.0,M,N,29.0,Morning
2002.0,M,N,17.0,Afternoon
2002.0,F,N,11.0,Morning
2002.0,M,Y,16.0,Afternoon
2002.0,M,N,20.0,Afternoon
2002.0,M,N,39.0,Morning
2002.0,M,N,31.0,Morning
2002.0,M,,44.0,
2002.0,M,Y,,
2002.0,M,N,33.0,Morning
2002.0,M,Y,15.0,Evening
2002.0,M,N,35.0,Evening
2002.0,M,N,20.0,Evening
2002.0,M,N,32.0,
2002.0,M,N,16.0,Night
2002.0,M,N,26.0,Night
2002.0,M,N,35.0,Afternoon
2001.0,M,N,36.0,Morning
2001.0,M,N,49.0,
2001.0,,N,,Afternoon
2001.0,M,,,
2001.0,M,N,,
2001.0,F,N,20.0,Afternoon
2001.0,M,N,26.0,Morning
2001.0,M,N,31.0,Afternoon
2001.0,M,N,21.0,Afternoon
2001.0,M,N,14.0,Afternoon
2001.0,M,Y,42.0,Afternoon
2001.0,M,N,6.0,Afternoon
2001.0,M,N,16.0,Afternoon
2001.0,M,N,44.0,
2001.0,M,N,13.0,Evening
2001.0,F,N,,
2001.0,M,Y,28.0,Evening
2001.0,F,N,23.0,Evening
2001.0,M,N,20.0,Afternoon
2001.0,M,Y,10.0,Evening
2001.0,M,N,44.0,Afternoon
2001.0,F,N,29.0,Afternoon
2001.0,M,N,69.0,Afternoon
2001.0,M,N,18.0,Afternoon
2001.0,M,N,18.0,Afternoon
2001.0,M,N,17.0,Afternoon
2001.0,M,N,27.0,Afternoon
2001.0,M,N,32.0,Afternoon
2001.0,F,N,17.0,Afternoon
2001.0,F,N,17.0,Morning
2001.0,M,N,20.0,Afternoon
2001.0,M,N,19.0,Afternoon
2001.0,M,N,19.0,Morning
2001.0,M,N,43.0,Afternoon
2001.0,M,N,21.0,
2001.0,M,N,36.0,Morning
2001.0,,N,,
2001.0,M,N,,Afternoon
2001.0,M,N,48.0,Afternoon
2001.0,M,N,18.0,Afternoon
2001.0,M,N,42.0,Evening
2001.0,M,N,8.0,Night
2001.0,M,N,35.0,Evening
2001.0,M,N,14.0,
2001.0,M,N,52.0,Morning
2001.0,M,,75.0,
2001.0,F,N,29.0,Afternoon
2001.0,M,N,16.0,
2001.0,M,N,11.0,
2001.0,M,N,,Evening
2001.0,M,N,24.0,
2001.0,M,N,26.0,
2001.0,M,N,35.0,Afternoon
2001.0,M,N,45.0,Evening
2001.0,M,Y,,
2001.0,M,N,14.0,Afternoon
2001.0,M,N,16.0,Morning
2001.0,M,N,12.0,Morning
2001.0,M,N,35.0,Afternoon
2001.0,M,N,38.0,Afternoon
2001.0,M,N,21.0,Afternoon
2001.0,M,N,12.0,Afternoon
2001.0,M,N,22.0,Morning
2001.0,M,N,19.0,Morning
2001.0,M,N,22.0,Afternoon
2001.0,M,N,,Morning
2001.0,,N,16.0,
2001.0,M,N,46.0,Morning
2001.0,M,N,26.0,Afternoon
2001.0,F,N,12.0,
2001.0,M,N,40.0,Morning
2001.0,M,N,,Afternoon
2001.0,M,,12.0,
2001.0,M,Y,20.0,
2001.0,,Y,,
2001.0,F,,,
2001.0,M,N,40.0,Afternoon
2001.0,M,N,35.0,
2001.0,F,N,55.0,
2000.0,M,N,23.0,
2000.0,M,Y,47.0,Afternoon
2000.0,,N,,
2000.0,M,N,30.0,
2000.0,M,N,38.0,Morning
2000.0,F,Y,,
2000.0,M,N,28.0,
2000.0,M,,47.0,
2000.0,M,N,73.0,Afternoon
2000.0,F,,27.0,
2000.0,M,N,52.0,Morning
2000.0,M,Y,49.0,Morning
2000.0,M,N,27.0,Afternoon
2000.0,,N,31.0,Evening
2000.0,M,N,23.0,Evening
2000.0,F,N,56.0,Morning
2000.0,M,N,69.0,Afternoon
2000.0,M,N,17.0,Morning
2000.0,M,N,23.0,Afternoon
2000.0,M,N,11.0,Afternoon
2000.0,M,N,24.0,Afternoon
2000.0,M,N,,Morning
2000.0,M,Y,17.0,Afternoon
2000.0,M,Y,25.0,Morning
2000.0,M,N,12.0,
2000.0,M,Y,31.0,Afternoon
2000.0,M,N,49.0,Evening
2000.0,F,N,26.0,Afternoon
2000.0,M,N,25.0,Afternoon
2000.0,M,N,8.0,Afternoon
2000.0,M,N,48.0,Morning
2000.0,M,Y,28.0,
2000.0,M,N,40.0,Morning
2000.0,M,N,27.0,Evening
2000.0,,Y,,
2000.0,M,N,47.0,Afternoon
2000.0,M,Y,69.0,Afternoon
2000.0,M,N,,
2000.0,M,N,53.0,Morning
2000.0,F,N,44.0,Afternoon
2000.0,M,,,Evening
2000.0,M,,23.0,
2000.0,M,N,5.0,
2000.0,F,N,45.0,
2000.0,M,N,16.0,
2000.0,M,N,14.0,
2000.0,M,N,15.0,
2000.0,M,N,18.0,
2000.0,M,N,,Night
2000.0,M,N,69.0,
2000.0,M,N,13.0,Afternoon
2000.0,M,N,41.0,Evening
2000.0,F,N,12.0,Afternoon
2000.0,F,N,20.0,Evening
2000.0,F,N,55.0,Afternoon
2000.0,F,N,13.0,Afternoon
2000.0,F,N,19.0,Afternoon
2000.0,M,Y,,
2000.0,M,N,52.0,Morning
2000.0,,N,,Afternoon
2000.0,M,N,17.0,Afternoon
2000.0,M,N,55.0,Morning
2000.0,M,N,44.0,Morning
2000.0,M,N,13.0,Afternoon
2000.0,,,,
2000.0,M,N,9.0,
2000.0,M,N,34.0,Morning
2000.0,M,N,,Afternoon
2000.0,M,N,26.0,Afternoon
2000.0,F,N,14.0,Morning
2000.0,M,N,37.0,Afternoon
2000.0,M,Y,35.0,Morning
2000.0,M,N,,Evening
2000.0,,N,,Afternoon
2000.0,M,,27.0,
2000.0,M,N,39.0,Afternoon
2000.0,M,N,27.0,Afternoon
2000.0,M,N,,Afternoon
2000.0,M,N,26.0,
2000.0,M,Y,35.0,
1999.0,M,N,15.0,
1999.0,F,N,13.0,
1999.0,F,N,12.0,
1999.0,M,N,18.0,
1999.0,M,,,
1999.0,M,N,39.0,Morning
1999.0,M,N,35.0,Afternoon
1999.0,M,N,19.0,Afternoon
1999.0,F,N,51.0,Afternoon
1999.0,M,N,,
1999.0,M,N,35.0,
1999.0,M,N,39.0,Morning
1999.0,M,N,12.0,
1999.0,M,N,45.0,Afternoon
1999.0,M,N,13.0,Afternoon
1999.0,M,N,,Afternoon
1999.0,M,N,16.0,Evening
1999.0,M,N,22.0,Evening
1999.0,,N,,
1999.0,M,N,37.0,Evening
1999.0,F,N,61.0,
1999.0,F,N,10.0,Afternoon
1999.0,M,N,13.0,
1999.0,M,N,7.0,
1999.0,M,N,39.0,Evening
1999.0,M,N,28.0,Afternoon
1999.0,M,N,23.0,Morning
1999.0,M,N,17.0,Evening
1999.0,M,N,10.0,Afternoon
1999.0,M,N,62.0,Morning
1999.0,M,N,35.0,Afternoon
1999.0,M,N,42.0,Afternoon
1999.0,M,N,43.0,Evening
1999.0,M,N,43.0,Morning
1999.0,M,Y,14.0,Morning
1999.0,F,N,30.0,Afternoon
1999.0,M,N,29.0,Morning
1999.0,M,N,20.0,
1999.0,M,N,21.0,Morning
1999.0,M,N,41.0,Afternoon
1999.0,M,N,5.0,Afternoon
1999.0,M,Y,22.0,Afternoon
1999.0,M,N,21.0,Afternoon
1999.0,F,N,41.0,Morning
1999.0,M,Y,52.0,Morning
1999.0,M,N,14.0,
1999.0,F,Y,29.0,Evening
1999.0,M,N,,Morning
1999.0,M,N,28.0,
1999.0,F,N,29.0,Morning
1999.0,M,N,35.0,Evening
1999.0,M,N,25.0,Afternoon
1999.0,M,N,47.0,
1999.0,F,,37.0,
1999.0,,Y,,
1999.0,M,N,30.0,Afternoon
1998.0,M,N,19.0,Morning
1998.0,F,N,21.0,Afternoon
1998.0,M,N,18.0,Afternoon
1998.0,M,N,14.0,
1998.0,F,N,21.0,Afternoon
1998.0,M,Y,9.0,Afternoon
1998.0,M,N,14.0,Morning
1998.0,M,N,13.0,Afternoon
1998.0,M,N,32.0,
1998.0,M,N,52.0,
1998.0,M,Y,22.0,Afternoon
1998.0,F,N,17.0,Afternoon
1998.0,M,N,30.0,
1998.0,M,N,,
1998.0,M,N,17.0,
1998.0,,N,,
1998.0,M,N,28.0,Afternoon
1998.0,M,N,6.0,
1998.0,M,N,18.0,Afternoon
1998.0,M,N,,Night
1998.0,M,N,28.0,
1998.0,M,N,25.0,
1998.0,M,N,26.0,Evening
1998.0,,,,
1998.0,M,N,16.0,Afternoon
1998.0,M,N,28.0,Afternoon
1998.0,M,N,11.0,
1998.0,M,N,19.0,
1998.0,M,N,24.0,Afternoon
1998.0,M,N,,Afternoon
1998.0,M,N,13.0,Afternoon
1998.0,M,N,47.0,
1998.0,M,N,16.0,Morning
1998.0,M,N,10.0,
1998.0,M,Y,26.0,Afternoon
1998.0,M,Y,20.0,Morning
1998.0,M,N,18.0,Evening
1998.0,M,N,15.0,Night
1998.0,M,N,16.0,Afternoon
1998.0,M,N,40.0,Morning
1998.0,F,N,14.0,Afternoon
1998.0,M,N,24.0,Afternoon
1998.0,M,N,22.0,Afternoon
1998.0,F,Y,35.0,Afternoon
1998.0,M,N,50.0,Morning
1998.0,M,N,16.0,
1998.0,M,Y,,
1998.0,M,N,40.0,Afternoon
1998.0,M,N,33.0,Afternoon
1998.0,M,N,32.0,Morning
1998.0,M,N,,Morning
1998.0,M,,31.0,Evening
1998.0,M,Y,,Afternoon
1998.0,M,N,21.0,
1998.0,M,N,,Afternoon
1998.0,M,N,23.0,Afternoon
1998.0,M,Y,28.0,
1998.0,,Y,,
1997.0,M,Y,39.0,Afternoon
1997.0,M,N,,
1997.0,F,,29.0,
1997.0,M,N,8.0,
1997.0,M,N,42.0,Morning
1997.0,M,N,32.0,Morning
1997.0,M,,21.0,
1997.0,M,N,51.0,
1997.0,M,N,19.0,Morning
1997.0,M,N,23.0,Afternoon
1997.0,M,N,12.0,Evening
1997.0,,N,,
1997.0,F,N,14.0,Morning
1997.0,M,Y,20.0,
1997.0,M,N,12.0,Afternoon
1997.0,,N,17.0,Evening
1997.0,M,N,20.0,Afternoon
1997.0,M,N,18.0,Afternoon
1997.0,M,N,22.0,Morning
1997.0,M,N,29.0,Afternoon
1997.0,M,,28.0,
1997.0,M,Y,33.0,
1997.0,F,N,12.0,Afternoon
1997.0,M,N,17.0,
1997.0,M,Y,16.0,
1997.0,M,N,17.0,Morning
1997.0,M,N,,Afternoon
1997.0,F,N,10.0,
1997.0,M,N,17.0,Afternoon
1997.0,M,N,19.0,Morning
1997.0,M,N,19.0,Afternoon
1997.0,M,Y,25.0,Afternoon
1997.0,M,N,50.0,Night
1997.0,M,Y,55.0,
1997.0,M,N,,Evening
1997.0,F,N,47.0,Afternoon
1997.0,M,N,18.0,Evening
1997.0,M,,,
1997.0,M,N,33.0,Morning
1997.0,M,N,35.0,Morning
1997.0,M,N,34.0,Morning
1997.0,M,N,12.0,Morning
1997.0,M,N,54.0,
1997.0,M,N,,Morning
1997.0,M,N,22.0,
1997.0,F,N,21.0,
1997.0,M,N,30.0,Afternoon
1997.0,F,N,49.0,
1997.0,M,N,27.0,Morning
1997.0,M,Y,41.0,Evening
1997.0,M,Y,,
1996.0,M,,18.0,Evening
1996.0,M,N,,Afternoon
1996.0,M,Y,,
1996.0,F,N,,
1996.0,M,N,45.0,Morning
1996.0,M,N,26.0,Afternoon
1996.0,,N,,
1996.0,M,N,,
1996.0,M,N,22.0,Afternoon
1996.0,M,N,21.0,Morning
1996.0,M,N,31.0,Morning
1996.0,M,N,14.0,Afternoon
1996.0,M,N,23.0,Morning
1996.0,M,N,19.0,Afternoon
1996.0,M,N,5.0,Evening
1996.0,M,N,28.0,Afternoon
1996.0,F,,28.0,Afternoon
1996.0,M,N,29.0,Morning
1996.0,M,N,19.0,Afternoon
1996.0,M,N,36.0,Morning
1996.0,M,N,21.0,Afternoon
1996.0,F,N,8.0,Evening
1996.0,M,Y,52.0,
1996.0,M,N,,Evening
1996.0,M,N,46.0,
1996.0,M,N,9.0,Afternoon
1996.0,,,,
1996.0,M,N,18.0,Afternoon
1996.0,F,N,63.0,Afternoon
1996.0,M,N,24.0,
1996.0,F,N,24.0,Afternoon
1996.0,M,N,,Afternoon
1996.0,M,N,17.0,Afternoon
1996.0,M,Y,45.0,
1996.0,M,N,22.0,Afternoon
1996.0,M,Y,33.0,Morning
1996.0,M,N,27.0,Morning
1996.0,M,,,
1996.0,M,N,11.0,
1996.0,F,N,16.0,
1996.0,F,N,47.0,Morning
1996.0,M,N,7.0,
1996.0,M,N,24.0,Night
1996.0,F,N,32.0,
1996.0,,Y,14.0,
1996.0,,Y,,
1996.0,M,N,7.0,Afternoon
1996.0,M,N,33.0,
1996.0,F,N,13.0,
1996.0,M,N,53.0,Afternoon
1996.0,,N,,Morning
1996.0,M,Y,25.0,Afternoon
1995.0,M,,,
1995.0,M,N,22.0,
1995.0,M,,,
1995.0,M,N,,
1995.0,M,N,13.0,
1995.0,M,N,17.0,
1995.0,F,N,15.0,Afternoon
1995.0,M,N,39.0,Morning
1995.0,M,N,14.0,Morning
1995.0,M,N,25.0,Afternoon
1995.0,M,N,19.0,
1995.0,F,N,19.0,Afternoon
1995.0,M,Y,,
1995.0,M,Y,25.0,
1995.0,M,Y,29.0,Afternoon
1995.0,M,N,32.0,Afternoon
1995.0,M,,9.0,
1995.0,M,N,44.0,
1995.0,M,N,16.0,Evening
1995.0,M,N,18.0,Afternoon
1995.0,M,N,16.0,Night
1995.0,M,N,23.0,Afternoon
1995.0,M,N,19.0,Evening
1995.0,,N,,
1995.0,M,N,18.0,Afternoon
1995.0,M,N,20.0,Morning
1995.0,M,,15.0,
1995.0,M,N,20.0,Afternoon
1995.0,F,N,14.0,
1995.0,M,N,12.0,Afternoon
1995.0,M,N,,Afternoon
1995.0,M,N,,Afternoon
1995.0,M,N,18.0,Afternoon
1995.0,M,N,12.0,
1995.0,F,N,7.0,
1995.0,M,N,47.0,
1995.0,M,Y,18.0,
1984.0,M,N,14.0,Afternoon
1995.0,M,N,34.0,
1995.0,F,N,32.0,
1995.0,M,N,31.0,Afternoon
1995.0,F,N,,
1995.0,M,N,45.0,Evening
1995.0,F,N,10.0,Afternoon
1995.0,M,N,38.0,Morning
1995.0,F,Y,45.0,
1995.0,M,Y,29.0,Afternoon
1995.0,,Y,44.0,
1995.0,M,N,15.0,
1995.0,M,Y,69.0,
1995.0,,,,
1995.0,F,Y,44.0,
1995.0,M,,12.0,Morning
1995.0,M,N,20.0,Afternoon
1995.0,M,Y,47.0,Morning
1995.0,M,N,35.0,Morning
1995.0,,Y,,Afternoon
1995.0,M,N,22.0,Afternoon
1995.0,M,Y,14.0,Evening
1995.0,M,,33.0,
1994.0,M,N,26.0,Afternoon
1994.0,,N,,Afternoon
1994.0,M,N,,
1994.0,,,,
1994.0,M,,44.0,
1994.0,M,Y,42.0,Morning
1994.0,M,Y,,
1994.0,F,N,34.0,Morning
1994.0,,N,,Afternoon
1994.0,,N,,
1994.0,F,N,9.0,Afternoon
1994.0,M,N,16.0,Afternoon
1994.0,F,N,30.0,
1994.0,M,N,43.0,Afternoon
1994.0,M,Y,7.0,
1994.0,F,N,12.0,Morning
1994.0,M,N,15.0,
1994.0,M,Y,24.0,Afternoon
1994.0,M,Y,22.0,Afternoon
1994.0,M,N,31.0,Afternoon
1994.0,M,N,15.0,Afternoon
1994.0,M,N,30.0,Afternoon
1994.0,M,N,24.0,Morning
1994.0,M,N,28.0,Morning
1994.0,M,N,35.0,
1994.0,F,N,36.0,
1994.0,M,N,26.0,Afternoon
1994.0,M,N,22.0,Morning
1994.0,F,,25.0,
1994.0,,Y,,
1994.0,M,N,20.0,Morning
1994.0,M,N,71.0,Afternoon
1994.0,F,N,19.0,Morning
1994.0,M,N,,Morning
1994.0,M,N,33.0,
1994.0,M,N,25.0,
1994.0,M,N,,Morning
1994.0,M,N,23.0,Afternoon
1994.0,M,N,,Afternoon
1994.0,M,N,15.0,Afternoon
1994.0,M,N,44.0,Afternoon
1994.0,,N,,Morning
1994.0,M,N,23.0,
1994.0,M,N,33.0,Afternoon
1994.0,F,N,,
1993.0,M,Y,,
1993.0,M,N,30.0,
1993.0,M,Y,27.0,Afternoon
1993.0,M,N,,Morning
1993.0,M,N,26.0,Afternoon
1993.0,F,N,26.0,Morning
1993.0,F,N,34.0,Afternoon
1993.0,,N,,
1993.0,M,Y,21.0,
1993.0,M,N,36.0,Morning
1993.0,,N,15.0,
1993.0,M,Y,17.0,
1993.0,M,N,19.0,
1993.0,M,N,16.0,
1993.0,M,N,69.0,Morning
1993.0,M,N,51.0,Afternoon
1993.0,,N,13.0,
1993.0,M,N,,Morning
1993.0,,N,,Morning
1993.0,F,N,19.0,Morning
1993.0,M,N,39.0,Afternoon
1993.0,,Y,,
1993.0,M,N,28.0,Afternoon
1993.0,F,N,12.0,Evening
1993.0,M,Y,61.0,Morning
1993.0,F,Y,42.0,Evening
1993.0,M,N,22.0,Morning
1993.0,M,Y,31.0,Morning
1993.0,F,Y,34.0,Morning
1993.0,M,Y,42.0,
1993.0,F,N,65.0,Night
1993.0,F,Y,,
1993.0,M,,32.0,
1993.0,M,N,,
1993.0,M,N,25.0,Afternoon
1993.0,M,N,35.0,Afternoon
1993.0,M,N,55.0,Afternoon
1993.0,M,N,,Night
1993.0,M,N,,Afternoon
1993.0,M,N,69.0,Afternoon
1993.0,M,N,15.0,
1993.0,M,N,21.0,Morning
1993.0,M,N,32.0,
1993.0,M,N,29.0,Afternoon
1993.0,,N,30.0,
1992.0,M,N,10.0,Morning
1992.0,M,N,30.0,Afternoon
1992.0,M,N,31.0,Afternoon
1992.0,M,N,19.0,Morning
1992.0,M,N,24.0,Afternoon
1992.0,M,N,46.0,Afternoon
