Year,Sex,Fatal,Age,Moment
1992.0,M,N,30.0,
1992.0,M,N,40.0,Afternoon
1992.0,M,N,17.0,Afternoon
1992.0,M,Y,18.0,Morning
1992.0,M,N,40.0,Morning
1992.0,M,N,28.0,Morning
1992.0,M,N,,
1992.0,,N,,Afternoon
1992.0,M,Y,28.0,Afternoon
1992.0,M,N,,Afternoon
1992.0,M,N,20.0,Afternoon
1992.0,F,N,18.0,Afternoon
1992.0,M,Y,,
1992.0,F,N,34.0,
1992.0,M,N,17.0,Afternoon
1992.0,M,,,Afternoon
1992.0,M,N,22.0,Afternoon
1992.0,M,N,26.0,
1992.0,M,,,
1992.0,F,N,42.0,Afternoon
1992.0,M,N,,Evening
1992.0,M,N,,Morning
1992.0,M,Y,16.0,Afternoon
1992.0,F,N,21.0,
1992.0,,N,,Afternoon
1992.0,,N,,
1992.0,M,,45.0,
1992.0,M,Y,,Afternoon
1992.0,M,N,,Afternoon
1992.0,M,N,35.0,Afternoon
1992.0,F,N,36.0,Morning
1992.0,M,N,17.0,
1992.0,M,Y,41.0,Afternoon
1992.0,,N,,Morning
1992.0,M,N,21.0,Morning
1992.0,M,Y,,Afternoon
1992.0,M,N,,Morning
1992.0,M,,19.0,Evening
1992.0,M,N,,Afternoon
1992.0,M,N,19.0,Evening
1992.0,M,N,19.0,Afternoon
1992.0,M,N,36.0,Afternoon
1992.0,,,,
1992.0,M,Y,33.0,
1991.0,M,N,25.0,Afternoon
1991.0,F,Y,41.0,Morning
1991.0,F,N,,Morning
1991.0,M,Y,,Afternoon
1991.0,M,N,,Afternoon
1991.0,M,N,14.0,
1991.0,M,N,21.0,Morning
1991.0,M,N,32.0,Morning
1991.0,M,,32.0,Afternoon
1991.0,M,Y,19.0,Afternoon
1991.0,M,N,36.0,Afternoon
1991.0,M,N,23.0,Afternoon
1991.0,F,N,10.0,Afternoon
1991.0,M,N,,
1991.0,F,N,40.0,Afternoon
1991.0,M,N,39.0,
1991.0,M,N,42.0,
1991.0,M,N,22.0,Evening
1991.0,M,N,30.0,Afternoon
1991.0,M,N,32.0,Morning
1991.0,M,N,13.0,
1991.0,M,Y,22.0,
1991.0,M,Y,,
1991.0,M,N,18.0,Afternoon
1991.0,M,N,31.0,Morning
1991.0,F,Y,65.0,Morning
1991.0,M,N,23.0,Afternoon
1991.0,M,N,,Afternoon
1991.0,,N,,Afternoon
1991.0,,N,,Morning
1991.0,M,N,22.0,Morning
1991.0,M,N,,Afternoon
1991.0,M,N,18.0,
1991.0,M,N,38.0,Morning
1991.0,M,N,20.0,Afternoon
1991.0,M,N,35.0,Morning
1991.0,M,N,22.0,
1990.0,M,,,
1990.0,M,N,26.0,
1990.0,F,N,,Afternoon
1990.0,M,N,24.0,Morning
1990.0,M,N,50.0,Afternoon
1990.0,M,N,18.0,Afternoon
1990.0,M,N,26.0,Evening
1990.0,M,N,,Morning
1990.0,M,N,25.0,Afternoon
1990.0,M,N,43.0,Afternoon
1990.0,M,N,19.0,Afternoon
1990.0,M,N,26.0,Afternoon
1990.0,M,N,49.0,Afternoon
1990.0,M,N,44.0,Afternoon
1990.0,M,,30.0,
1990.0,M,N,22.0,Afternoon
1990.0,M,N,,
1990.0,M,N,18.0,Afternoon
1990.0,F,N,53.0,Evening
1990.0,M,N,17.0,
1990.0,F,Y,21.0,Afternoon
1990.0,M,N,38.0,Afternoon
1990.0,,N,,
1990.0,F,N,35.0,
1990.0,M,N,35.0,
1990.0,M,N,22.0,Afternoon
1990.0,M,N,23.0,Afternoon
1990.0,M,N,31.0,Night
1990.0,M,Y,37.0,
1990.0,M,N,29.0,
1990.0,M,N,,Morning
1990.0,M,N,30.0,
1990.0,M,N,,Afternoon
1990.0,M,Y,,Evening
1990.0,M,N,33.0,
1990.0,M,,17.0,
1989.0,M,N,,
1989.0,M,,17.0,
1989.0,M,,27.0,
1989.0,M,N,32.0,
1989.0,M,Y,29.0,Afternoon
1989.0,M,,,Evening
1989.0,M,N,10.0,
1989.0,F,N,31.0,
1989.0,M,N,17.0,Afternoon
1989.0,M,,,Afternoon
1989.0,M,N,12.0,Evening
1989.0,M,,49.0,Afternoon
1989.0,M,,,
1989.0,M,N,29.0,Afternoon
1989.0,M,N,51.0,Afternoon
1989.0,,N,,
1989.0,M,N,38.0,Afternoon
1989.0,M,N,31.0,
1989.0,M,N,46.0,
1989.0,M,N,30.0,Afternoon
1989.0,M,N,21.0,
1989.0,M,N,21.0,Morning
1989.0,M,N,17.0,Morning
1989.0,M,N,41.0,
1969.0,M,,35.0,
1989.0,M,N,34.0,Morning
1989.0,M,Y,,Afternoon
1989.0,M,N,16.0,Afternoon
1989.0,F,N,9.0,
1989.0,M,N,45.0,
1989.0,M,N,,Afternoon
1989.0,M,N,16.0,Afternoon
1989.0,M,N,28.0,Afternoon
1989.0,M,,,
1989.0,M,N,19.0,
1989.0,M,N,,Morning
1989.0,,N,,Morning
1989.0,M,Y,27.0,Evening
1989.0,M,N,26.0,Afternoon
1989.0,M,Y,47.0,Morning
1989.0,M,,24.0,Morning
1989.0,F,Y,24.0,Morning
1989.0,M,N,19.0,Evening
1989.0,M,Y,,
1989.0,M,N,17.0,Afternoon
1989.0,F,N,,
1988.0,M,Y,,
1988.0,M,Y,17.0,Morning
1988.0,M,Y,62.0,Night
1988.0,,Y,,
1988.0,M,N,21.0,Afternoon
1988.0,M,N,38.0,
1988.0,M,N,15.0,
1988.0,M,N,30.0,
1988.0,M,N,23.0,Evening
1988.0,M,N,15.0,Afternoon
1988.0,F,N,23.0,
1988.0,M,N,21.0,Afternoon
1988.0,F,N,,Afternoon
1988.0,M,Y,38.0,Afternoon
1988.0,M,N,,
1988.0,M,N,16.0,
1988.0,M,N,27.0,Morning
1988.0,M,N,28.0,
1988.0,M,N,35.0,
1988.0,F,N,15.0,Morning
1988.0,M,N,37.0,Afternoon
1988.0,M,N,36.0,Morning
1988.0,M,N,42.0,
1988.0,M,N,37.0,Afternoon
1988.0,M,N,12.0,Afternoon
1988.0,M,N,25.0,Morning
1988.0,F,Y,38.0,
1988.0,M,N,31.0,Evening
1988.0,M,N,29.0,Morning
1988.0,M,Y,,Afternoon
1988.0,M,N,24.0,Evening
1988.0,M,,,
1988.0,M,N,14.0,
1988.0,F,,,
1988.0,F,N,30.0,
1988.0,M,N,17.0,Afternoon
1988.0,M,N,,Evening
1988.0,,N,,
1988.0,M,N,20.0,Afternoon
1988.0,F,N,15.0,Morning
1988.0,M,N,22.0,
1988.0,M,,22.0,Morning
1988.0,M,N,33.0,Morning
1988.0,M,N,12.0,
1987.0,,Y,,
1987.0,M,N,16.0,Afternoon
1987.0,F,,17.0,
1987.0,M,N,15.0,
1987.0,M,,,
1987.0,M,N,20.0,Afternoon
1987.0,M,,14.0,Afternoon
1987.0,M,N,21.0,Afternoon
1987.0,M,Y,47.0,
1987.0,M,N,24.0,Morning
1987.0,M,N,12.0,Morning
1987.0,M,N,40.0,Morning
1987.0,M,N,27.0,Morning
1987.0,F,N,32.0,Evening
1987.0,F,N,16.0,Afternoon
1987.0,,N,,
1987.0,M,N,35.0,Afternoon
1987.0,M,N,,
1987.0,M,N,,Afternoon
1987.0,M,N,12.0,
1987.0,M,N,34.0,
1987.0,F,N,16.0,Evening
1987.0,M,Y,,
1987.0,M,Y,8.0,Afternoon
1987.0,M,N,18.0,
1987.0,M,N,30.0,Afternoon
1987.0,M,N,37.0,Morning
1986.0,M,N,,Afternoon
1986.0,M,Y,21.0,Afternoon
1986.0,M,N,40.0,Afternoon
1986.0,M,N,37.0,
1986.0,M,N,27.0,Morning
1986.0,M,,22.0,
1986.0,,N,,
1986.0,M,N,17.0,Morning
1986.0,M,N,26.0,Morning
1986.0,M,N,23.0,
1986.0,M,N,,
1986.0,F,N,6.0,Evening
1986.0,M,N,32.0,Morning
1986.0,,,,
1986.0,M,N,28.0,
1986.0,,,,
1986.0,,N,18.0,
1986.0,,N,16.0,
1986.0,M,,35.0,Morning
1986.0,F,N,,
1986.0,M,N,8.0,
1986.0,M,N,26.0,Afternoon
1986.0,M,Y,,
1986.0,M,N,,Morning
1986.0,M,N,26.0,Afternoon
1986.0,M,N,21.0,Afternoon
1986.0,M,N,,Evening
1986.0,M,N,46.0,Evening
1986.0,M,N,29.0,Afternoon
1986.0,M,N,29.0,Morning
1986.0,M,N,22.0,Morning
1986.0,M,N,16.0,Afternoon
1985.0,M,N,,
1985.0,M,N,,Afternoon
1985.0,,N,,
1985.0,M,N,24.0,
1985.0,M,N,22.0,Morning
1985.0,M,N,46.0,Afternoon
1985.0,M,N,33.0,
1985.0,M,,21.0,
1985.0,M,N,,Afternoon
1985.0,M,,17.0,Afternoon
1985.0,M,N,87.0,
1985.0,M,,11.0,Afternoon
1985.0,M,,67.0,Morning
1985.0,F,N,13.0,Afternoon
1985.0,M,N,15.0,Morning
1985.0,F,N,10.0,
1985.0,M,N,13.0,Afternoon
1985.0,M,N,39.0,
1985.0,M,N,25.0,
1985.0,F,Y,33.0,Afternoon
1985.0,M,N,29.0,Afternoon
1985.0,M,N,16.0,Afternoon
1985.0,M,N,15.0,Evening
1985.0,M,,,
1985.0,M,N,18.0,Evening
1985.0,M,N,34.0,Morning
1985.0,M,N,20.0,Morning
1985.0,M,Y,,
1984.0,,N,,
1984.0,M,Y,16.0,Afternoon
1984.0,M,N,13.0,
1984.0,M,N,29.0,
1984.0,M,,22.0,Afternoon
1984.0,F,N,23.0,Afternoon
1984.0,F,,77.0,Afternoon
1984.0,M,N,15.0,Afternoon
1984.0,M,N,25.0,Afternoon
1984.0,M,N,,Morning
1984.0,M,N,17.0,Afternoon
1984.0,M,N,70.0,
1984.0,M,N,16.0,Morning
1984.0,,,,
1984.0,M,N,,Afternoon
1984.0,M,Y,28.0,Morning
1984.0,M,N,,Afternoon
1984.0,F,,31.0,
1984.0,M,Y,,
1984.0,F,N,13.0,Afternoon
1984.0,F,N,18.0,Afternoon
1984.0,M,,21.0,Morning
1984.0,M,N,30.0,Evening
1984.0,M,N,,
1984.0,M,N,27.0,Afternoon
1984.0,F,N,13.0,Afternoon
1984.0,M,Y,25.0,
1984.0,M,N,28.0,Afternoon
1984.0,M,,,
1984.0,M,N,,Afternoon
1984.0,M,N,,Night
1984.0,M,N,33.0,Morning
1984.0,,,,
1984.0,M,N,27.0,
1984.0,M,N,14.0,Morning
1984.0,F,Y,14.0,
1983.0,M,,36.0,Night
1983.0,M,N,17.0,Afternoon
1983.0,M,N,48.0,
1983.0,M,N,16.0,Afternoon
1983.0,M,N,47.0,Morning
1983.0,M,,,
1983.0,M,N,,
1983.0,M,N,15.0,
1983.0,F,,,
1983.0,M,N,16.0,
1983.0,M,N,20.0,
1983.0,M,N,,Morning
1983.0,M,N,29.0,Morning
1983.0,F,N,14.0,Morning
1983.0,M,N,14.0,
1983.0,F,N,22.0,Morning
1983.0,,N,,
1983.0,F,Y,21.0,Night
1983.0,M,Y,24.0,Night
1983.0,M,N,28.0,Night
1983.0,F,N,39.0,Afternoon
1983.0,M,N,13.0,Afternoon
1983.0,M,N,17.0,
1983.0,M,N,42.0,Morning
1983.0,M,Y,15.0,Afternoon
1983.0,M,N,21.0,Afternoon
1983.0,M,N,30.0,Morning
1983.0,M,N,,Afternoon
1983.0,M,N,21.0,Night
1983.0,M,N,22.0,Afternoon
1983.0,M,,,
1983.0,M,N,27.0,Evening
1983.0,M,N,16.0,Morning
1983.0,M,N,17.0,Morning
1983.0,M,N,,Afternoon
1983.0,M,N,43.0,
1983.0,M,N,22.0,Evening
1983.0,M,N,32.0,Afternoon
1983.0,M,Y,,
1982.0,M,N,,
1982.0,M,N,26.0,Morning
1982.0,M,N,16.0,Afternoon
1982.0,M,N,16.0,Afternoon
1982.0,M,N,20.0,Afternoon
1982.0,M,N,36.0,Morning
1982.0,M,N,28.0,Afternoon
1982.0,M,,25.0,
1982.0,M,Y,,
1982.0,M,,17.0,Morning
1982.0,F,N,18.0,Afternoon
1982.0,M,,20.0,Afternoon
1982.0,M,N,38.0,Afternoon
1982.0,M,N,17.0,Afternoon
1982.0,M,,43.0,
1982.0,F,N,19.0,Afternoon
1982.0,,N,,
1982.0,M,Y,27.0,Morning
1982.0,M,N,20.0,Afternoon
1982.0,M,N,19.0,
1982.0,F,N,8.0,Morning
1982.0,F,,33.0,
1982.0,M,N,16.0,Afternoon
1982.0,M,Y,20.0,Afternoon
1982.0,M,Y,32.0,
1982.0,M,N,18.0,
1982.0,F,N,,
1982.0,F,Y,75.0,Morning
1982.0,M,N,,Morning
1982.0,M,Y,29.0,
1982.0,M,,,
1982.0,,,,
1981.0,M,Y,24.0,Evening
1981.0,,N,,
1981.0,M,N,,
1981.0,M,N,,Afternoon
1981.0,M,N,59.0,
1981.0,M,N,19.0,Morning
1981.0,M,,,Morning
1981.0,M,N,17.0,
1981.0,M,N,24.0,
1981.0,M,N,28.0,Evening
1981.0,M,Y,26.0,Afternoon
1981.0,M,N,25.0,Afternoon
1981.0,M,N,24.0,Morning
1981.0,M,N,15.0,
1981.0,M,N,19.0,
1981.0,M,,,
1981.0,F,Y,19.0,Morning
1981.0,M,N,53.0,Afternoon
1981.0,F,N,16.0,
1981.0,M,N,32.0,Morning
1981.0,M,N,,Evening
1981.0,M,Y,,
1981.0,F,Y,27.0,Afternoon
1981.0,M,N,27.0,Morning
1981.0,M,N,32.0,
1981.0,M,N,19.0,Afternoon
1981.0,M,N,24.0,Morning
1981.0,M,N,19.0,Afternoon
1981.0,M,N,24.0,Afternoon
1981.0,M,N,,Morning
1981.0,,,,
1981.0,M,N,30.0,Afternoon
1981.0,M,N,15.0,Afternoon
1981.0,M,N,25.0,
1981.0,M,,23.0,
1981.0,M,N,27.0,Morning
1980.0,M,N,25.0,Afternoon
1980.0,,,,
1980.0,M,N,22.0,Afternoon
1980.0,M,N,,
1980.0,M,,,
1980.0,M,Y,16.0,
1980.0,M,N,29.0,Afternoon
1980.0,M,N,19.0,Morning
1980.0,M,Y,22.0,
1980.0,F,N,10.0,
1980.0,M,N,15.0,Afternoon
1980.0,F,N,22.0,Afternoon
1980.0,F,N,44.0,
1980.0,M,N,22.0,Morning
1980.0,,Y,,Night
1980.0,F,N,13.0,Afternoon
1980.0,M,Y,52.0,
1980.0,M,N,,Afternoon
1980.0,F,Y,,
1980.0,M,N,61.0,
1980.0,M,N,24.0,Afternoon
1980.0,M,N,29.0,
1980.0,M,N,29.0,Night
1980.0,M,N,25.0,Evening
1980.0,M,Y,,Morning
1980.0,M,N,34.0,
1980.0,M,,20.0,Afternoon
1980.0,M,N,25.0,Morning
1979.0,M,N,18.0,Afternoon
1979.0,M,Y,19.0,
1979.0,M,N,32.0,
1979.0,M,N,20.0,Morning
1979.0,,N,,
1979.0,M,N,,
1979.0,M,N,18.0,
1979.0,M,Y,21.0,
1979.0,M,Y,16.0,
1979.0,M,N,49.0,
1979.0,M,Y,,
1979.0,M,N,56.0,Morning
1979.0,M,,36.0,
1979.0,M,N,25.0,Afternoon
1979.0,M,Y,,Afternoon
1979.0,M,N,24.0,Afternoon
1979.0,M,N,8.0,Morning
1979.0,M,N,27.0,Morning
1979.0,M,N,,Morning
1979.0,M,N,19.0,Afternoon
1978.0,M,N,,
1978.0,M,Y,23.0,Afternoon
1978.0,M,N,,
1978.0,M,N,17.0,
1978.0,M,,,Night
1978.0,M,N,27.0,Afternoon
1978.0,M,N,,Morning
1978.0,M,N,34.0,
1978.0,M,N,,Afternoon
1978.0,M,N,27.0,
1978.0,M,N,39.0,
1978.0,M,N,20.0,
1978.0,,,,
1978.0,M,N,25.0,
1978.0,M,N,23.0,
1978.0,,N,,
1978.0,,N,,Night
1978.0,M,N,17.0,Afternoon
1978.0,M,,,
1978.0,F,N,,
1978.0,F,Y,,
1977.0,M,N,49.0,Night
1977.0,M,N,27.0,
1977.0,M,N,18.0,Morning
1977.0,,N,,
1977.0,M,N,,
1977.0,M,N,25.0,Afternoon
1977.0,M,N,17.0,Afternoon
1977.0,M,Y,25.0,
1977.0,M,N,,Afternoon
1977.0,M,N,20.0,Morning
1977.0,M,,17.0,
1977.0,M,N,21.0,Night
1977.0,M,N,27.0,Afternoon
1977.0,M,N,25.0,
1977.0,M,,,
1977.0,M,N,31.0,Afternoon
1977.0,M,N,32.0,
1977.0,M,Y,74.0,
1977.0,M,Y,45.0,
1977.0,M,N,24.0,
1977.0,M,Y,,Afternoon
1976.0,M,N,,
1976.0,M,N,29.0,Morning
1976.0,M,N,19.0,Afternoon
1976.0,,,,
1976.0,M,N,19.0,Morning
1976.0,M,,17.0,
1976.0,,N,,
1976.0,M,N,25.0,Afternoon
1976.0,M,N,20.0,Morning
1976.0,M,N,27.0,
1976.0,M,Y,,
1976.0,M,Y,16.0,
1976.0,M,N,15.0,Afternoon
1976.0,M,N,23.0,
1976.0,M,N,19.0,Afternoon
1976.0,M,N,24.0,Morning
1976.0,M,N,10.0,
1976.0,M,Y,18.0,
1976.0,M,N,17.0,Night
1976.0,M,N,46.0,
1976.0,F,N,,
1976.0,M,N,24.0,Afternoon
1976.0,,N,,Morning
1976.0,M,N,25.0,
1976.0,M,Y,,Afternoon
1975.0,,N,,
1975.0,M,N,27.0,Afternoon
1975.0,M,N,35.0,
1975.0,M,N,20.0,
1975.0,M,N,33.0,Morning
1975.0,M,N,,
1975.0,M,N,18.0,
1975.0,M,,,Morning
1975.0,,,,
1975.0,M,N,21.0,
1975.0,M,N,19.0,Afternoon
1975.0,M,N,20.0,Afternoon
1975.0,M,N,44.0,Afternoon
1975.0,M,N,24.0,
1975.0,F,Y,62.0,
1975.0,M,Y,37.0,Afternoon
1975.0,M,N,23.0,Afternoon
1975.0,M,N,34.0,Afternoon
1975.0,F,N,14.0,Morning
1975.0,M,N,29.0,
1975.0,M,N,16.0,
1975.0,M,N,18.0,Afternoon
1975.0,F,N,15.0,Afternoon
1975.0,M,N,27.0,
1975.0,M,N,17.0,Morning
1975.0,F,N,10.0,
1975.0,M,,37.0,
1975.0,M,,,
1975.0,M,N,,Afternoon
1975.0,F,N,,
1975.0,M,N,14.0,
1975.0,,N,18.0,
1975.0,,Y,,
1975.0,M,N,16.0,Morning
1975.0,M,Y,12.0,Evening
1975.0,M,N,45.0,
1975.0,M,N,12.0,
1975.0,M,Y,17.0,
1975.0,M,N,25.0,
1975.0,M,Y,,
1974.0,,N,32.0,
1974.0,M,N,24.0,Afternoon
1974.0,M,N,17.0,Morning
1974.0,M,N,29.0,Afternoon
1974.0,F,N,20.0,Afternoon
1974.0,M,N,41.0,Afternoon
1974.0,M,N,48.0,Afternoon
1974.0,M,N,30.0,
1974.0,M,N,24.0,Morning
1974.0,M,N,22.0,
1974.0,M,Y,,
1974.0,M,N,19.0,
1974.0,M,N,18.0,
1974.0,M,Y,21.0,Afternoon
1974.0,M,N,,
1974.0,M,N,36.0,
1974.0,M,Y,17.0,
1974.0,M,Y,10.0,
1974.0,F,N,61.0,Morning
1974.0,M,N,45.0,Morning
1974.0,M,N,22.0,Afternoon
1974.0,M,N,19.0,Afternoon
1974.0,F,N,11.0,
1974.0,M,N,17.0,Afternoon
1974.0,M,N,21.0,Afternoon
1974.0,,N,,
1974.0,M,N,14.0,Evening
1974.0,M,N,19.0,Evening
1974.0,,N,,Night
1974.0,M,N,42.0,
1974.0,M,Y,26.0,
1974.0,M,N,33.0,Afternoon
1974.0,M,Y,32.0,
1974.0,,Y,,
1973.0,M,N,41.0,Morning
1973.0,M,Y,20.0,Afternoon
1973.0,M,Y,19.0,
1973.0,M,N,,
1973.0,M,Y,25.0,Afternoon
1973.0,,N,,
1973.0,M,N,13.0,Afternoon
1973.0,M,Y,,
1973.0,M,N,11.0,Afternoon
1973.0,M,Y,20.0,
1973.0,M,Y,37.0,Afternoon
1973.0,,,21.0,
1973.0,M,N,16.0,
1973.0,M,N,17.0,
1973.0,M,Y,45.0,Evening
1973.0,M,Y,28.0,Morning
1973.0,M,N,26.0,Morning
1973.0,,Y,57.0,
1973.0,M,N,13.0,Morning
1972.0,M,N,29.0,Afternoon
1972.0,M,N,25.0,Afternoon
1972.0,M,Y,17.0,Afternoon
1972.0,M,N,,Morning
1972.0,M,N,,
1972.0,,N,24.0,
1972.0,,Y,,
1972.0,M,N,24.0,
1972.0,M,N,19.0,
1972.0,M,Y,,
1972.0,M,N,17.0,
1972.0,M,N,,Morning
1972.0,F,,20.0,
1972.0,M,N,15.0,Evening
1972.0,M,N,45.0,
1972.0,,,,
1972.0,M,N,22.0,Morning
1972.0,M,N,32.0,Afternoon
1972.0,M,N,27.0,
1972.0,M,Y,25.0,
1972.0,F,N,,
1972.0,M,Y,19.0,Afternoon
1972.0,M,N,33.0,
1972.0,M,N,18.0,Morning
1972.0,,N,,
1972.0,M,Y,20.0,
1972.0,F,N,30.0,Evening
1972.0,M,N,24.0,Afternoon
1971.0,,N,22.0,
1971.0,F,N,16.0,Afternoon
1971.0,M,Y,20.0,
1971.0,M,N,20.0,Night
1971.0,,N,20.0,
1971.0,M,N,18.0,Afternoon
1971.0,M,N,25.0,Evening
1971.0,M,N,30.0,Afternoon
1971.0,,N,17.0,
1971.0,M,Y,34.0,Morning
1971.0,M,Y,51.0,
1971.0,M,N,26.0,Afternoon
1971.0,M,N,8.0,Afternoon
1971.0,M,N,,
1971.0,M,N,21.0,Afternoon
1971.0,M,N,32.0,
1971.0,M,N,16.0,
1971.0,M,Y,55.0,Morning
1971.0,M,Y,19.0,Morning
1971.0,M,Y,14.0,
1971.0,M,Y,66.0,
1971.0,,Y,,
1971.0,M,N,16.0,Morning
1971.0,M,N,,Afternoon
1971.0,M,N,15.0,
1970.0,M,Y,18.0,Afternoon
1970.0,M,Y,20.0,
1970.0,M,N,,Evening
1970.0,M,N,41.0,
1970.0,M,N,,
1970.0,M,N,43.0,Morning
1970.0,M,N,20.0,
1970.0,M,N,18.0,Morning
1970.0,,,,Afternoon
1970.0,M,N,,Night
1970.0,M,N,13.0,
1970.0,M,N,25.0,Afternoon
1970.0,M,Y,16.0,Afternoon
1970.0,M,Y,18.0,Afternoon
1970.0,,Y,,
1970.0,M,Y,14.0,Afternoon
1970.0,M,,,
1970.0,M,,,
1970.0,M,N,19.0,Afternoon
1970.0,F,N,8.0,
1970.0,M,N,14.0,
1970.0,M,N,16.0,
1970.0,M,N,12.0,
1970.0,M,N,10.0,
1970.0,M,Y,,
1970.0,M,N,22.0,
1970.0,M,N,15.0,
1970.0,F,N,28.0,Afternoon
1970.0,F,N,25.0,
1970.0,M,Y,35.0,Afternoon
1970.0,M,N,35.0,Afternoon
1969.0,M,N,15.0,Afternoon
1969.0,M,N,,
1969.0,M,N,27.0,
1969.0,M,N,,Morning
1969.0,M,N,53.0,Morning
1969.0,M,N,,Afternoon
1969.0,M,N,28.0,
1969.0,M,N,15.0,Morning
1969.0,M,N,13.0,Afternoon
1969.0,M,N,25.0,
1969.0,M,N,13.0,Afternoon
1969.0,M,N,,Afternoon
1969.0,M,,22.0,Afternoon
1969.0,M,N,27.0,Morning
1969.0,M,N,8.0,Evening
1969.0,M,N,,Evening
1969.0,M,N,23.0,Morning
1969.0,M,,18.0,Afternoon
1969.0,,N,,
1969.0,M,,,
1969.0,M,N,35.0,
1969.0,M,N,65.0,
1969.0,M,N,16.0,Afternoon
1969.0,M,N,49.0,Morning
1969.0,M,,52.0,
1969.0,M,N,21.0,Morning
1968.0,M,,,
1968.0,M,N,27.0,Morning
1968.0,M,N,17.0,Afternoon
1968.0,M,N,,
1968.0,M,N,28.0,
1968.0,M,,30.0,
1968.0,M,N,22.0,
1968.0,,,,
1968.0,M,N,16.0,Afternoon
1968.0,M,N,,Evening
1968.0,,N,,
1968.0,,,,Afternoon
1968.0,M,Y,24.0,Morning
1968.0,,N,9.0,Afternoon
1968.0,M,N,15.0,Afternoon
1968.0,M,N,12.0,
1968.0,,N,41.0,Morning
1968.0,M,N,18.0,Morning
1968.0,M,N,25.0,Morning
1968.0,M,N,33.0,Afternoon
1968.0,M,N,33.0,Afternoon
1968.0,M,Y,,
1968.0,M,,43.0,Afternoon
1968.0,M,N,17.0,
1968.0,M,N,17.0,Morning
1968.0,M,,63.0,Afternoon
1968.0,M,N,10.0,Afternoon
1968.0,M,N,21.0,
1968.0,M,Y,7.0,
1968.0,M,N,47.0,Morning
1968.0,M,N,35.0,Afternoon
1968.0,M,N,20.0,Afternoon
1968.0,M,,28.0,Night
1968.0,M,N,17.0,Afternoon
1968.0,F,N,14.0,Afternoon
1968.0,F,N,,
1968.0,M,N,26.0,Evening
1968.0,,N,24.0,
1968.0,,Y,13.0,Afternoon
1968.0,,,,Afternoon
1968.0,,,,Afternoon
1967.0,M,N,22.0,Afternoon
1967.0,M,,32.0,
1967.0,M,N,27.0,Morning
1967.0,M,Y,59.0,Morning
1967.0,M,N,,
