Year,Sex,Fatal,Age,Moment
1945.0,M,N,13.0,
1945.0,M,N,,
1945.0,,Y,,
1945.0,,Y,,Night
1945.0,M,Y,,Afternoon
1945.0,M,N,37.0,Afternoon
1945.0,F,N,9.0,
1945.0,M,N,15.0,Afternoon
1944.0,M,N,19.0,
1944.0,,N,,
1944.0,M,Y,18.0,
1944.0,M,,,
1944.0,M,Y,,
1944.0,M,N,,
1944.0,M,Y,,Afternoon
1944.0,M,N,13.0,
1944.0,M,Y,19.0,Afternoon
1944.0,M,Y,17.0,Afternoon
1944.0,F,N,15.0,
1944.0,,Y,,
1944.0,M,N,18.0,Afternoon
1944.0,M,Y,23.0,Morning
1944.0,M,N,16.0,Afternoon
1944.0,M,N,,Afternoon
1944.0,M,Y,12.0,
1944.0,M,Y,22.0,Afternoon
1944.0,M,N,14.0,Afternoon
1944.0,M,Y,26.0,Afternoon
1943.0,M,Y,17.0,Morning
1943.0,M,Y,,
1943.0,M,N,,
1943.0,M,,,
1943.0,M,Y,20.0,Afternoon
1943.0,,N,,
1943.0,M,,68.0,Morning
1943.0,M,N,18.0,
1943.0,M,N,26.0,
1943.0,M,Y,,Night
1943.0,M,Y,31.0,Afternoon
1943.0,,Y,,
1943.0,,Y,,Evening
1943.0,M,N,22.0,
1943.0,M,,,
1942.0,F,Y,15.0,Morning
1942.0,M,Y,,Morning
1942.0,M,N,38.0,
1942.0,M,N,19.0,
1942.0,M,Y,,
1942.0,M,N,,
1942.0,M,Y,,Morning
1942.0,M,Y,18.0,Afternoon
1942.0,M,N,25.0,
1942.0,,N,,
1942.0,M,N,24.0,Afternoon
1942.0,M,Y,32.0,
1942.0,M,N,20.0,
1942.0,M,,,
1942.0,,,,
1942.0,M,Y,,Night
1942.0,M,,18.0,
1942.0,F,Y,28.0,Afternoon
1942.0,M,N,48.0,Afternoon
1941.0,,Y,,
1941.0,M,N,10.0,Night
1941.0,M,N,23.0,
1941.0,M,N,,
1941.0,M,Y,,Night
1941.0,,N,,
1941.0,M,,,
1941.0,M,N,20.0,
1941.0,,N,,Afternoon
1941.0,M,N,43.0,Afternoon
1941.0,M,Y,,Afternoon
1941.0,M,N,53.0,Night
1941.0,M,N,34.0,
1941.0,M,N,,Morning
1941.0,M,N,19.0,Evening
1941.0,M,Y,,
1941.0,M,Y,,Morning
1941.0,M,Y,6.0,
1941.0,M,N,14.0,
1940.0,M,Y,23.0,Morning
1940.0,M,Y,17.0,Morning
1940.0,M,N,,
1940.0,M,Y,18.0,
1940.0,M,Y,25.0,Morning
1940.0,M,Y,17.0,Afternoon
1940.0,,N,,Afternoon
1940.0,M,Y,55.0,Afternoon
1940.0,M,N,17.0,
1940.0,M,Y,13.0,Morning
1940.0,M,N,22.0,Afternoon
1940.0,M,Y,18.0,Afternoon
1940.0,,N,,
1940.0,F,Y,,
1940.0,,,,
1940.0,F,,,
1939.0,M,,40.0,
1939.0,M,Y,20.0,Afternoon
1939.0,,N,,
1939.0,,,,
1939.0,M,Y,,
1939.0,M,N,27.0,
1939.0,M,N,,
1939.0,M,N,33.0,
1939.0,,Y,3.0,
1939.0,M,N,38.0,Afternoon
1939.0,M,N,,Morning
1939.0,M,Y,9.0,
1939.0,M,N,11.0,
1939.0,F,N,,
1938.0,M,Y,19.0,
1938.0,M,N,18.0,Afternoon
1938.0,M,Y,,
1938.0,M,N,,
1938.0,M,N,27.0,
1938.0,M,Y,25.0,
1938.0,,Y,,
1938.0,M,N,10.0,Afternoon
1938.0,M,N,13.0,
1938.0,M,,24.0,Afternoon
1938.0,M,N,50.0,
1938.0,M,N,17.0,
1937.0,M,Y,,
1937.0,M,Y,17.0,
1937.0,M,Y,25.0,Afternoon
1937.0,M,Y,18.0,Afternoon
1937.0,M,N,16.0,
1937.0,M,N,,
1937.0,,N,,
1937.0,M,N,38.0,Morning
1937.0,M,,,
1937.0,M,Y,21.0,
1937.0,,,,
1937.0,,Y,,
1937.0,M,Y,14.0,Night
1937.0,M,Y,33.0,Night
1937.0,M,,16.0,
1937.0,M,,43.0,
1937.0,M,Y,32.0,Afternoon
1937.0,,N,,Night
1937.0,M,N,20.0,
1937.0,M,,,Night
1937.0,M,N,18.0,
1936.0,M,N,,
1936.0,,N,,
1936.0,M,Y,15.0,Morning
1936.0,M,Y,50.0,
1936.0,M,Y,,
1936.0,M,N,13.0,
1936.0,M,Y,16.0,Afternoon
1936.0,,N,,Afternoon
1936.0,M,Y,16.0,
1936.0,M,N,16.0,Morning
1936.0,F,N,25.0,
1936.0,M,Y,14.0,Afternoon
1936.0,M,Y,13.0,Evening
1936.0,M,,17.0,
1935.0,,N,,
1935.0,M,N,20.0,
1935.0,M,Y,38.0,Evening
1935.0,M,Y,,
1935.0,M,Y,38.0,Night
1935.0,M,,,
1935.0,M,,23.0,
1935.0,M,,53.0,
1935.0,M,Y,14.0,
1935.0,F,Y,22.0,Afternoon
1935.0,M,N,31.0,
1935.0,M,N,,
1935.0,M,,40.0,
1935.0,F,N,,
1935.0,M,N,,Afternoon
1935.0,M,N,38.0,
1935.0,M,Y,27.0,Afternoon
1935.0,M,Y,22.0,Afternoon
1935.0,M,N,20.0,Afternoon
1935.0,,,,
1935.0,M,,5.0,
1934.0,F,N,13.0,Evening
1934.0,M,Y,19.0,Afternoon
1934.0,M,Y,14.0,Afternoon
1934.0,M,N,12.0,Afternoon
1934.0,F,Y,38.0,
1934.0,M,N,,Night
1934.0,M,Y,,
1934.0,M,N,,
1934.0,F,,,
1934.0,F,Y,18.0,
1934.0,M,N,11.0,
1934.0,,N,,
1934.0,M,Y,8.0,
1934.0,M,N,34.0,Morning
1934.0,M,Y,,Afternoon
1934.0,M,N,12.0,Afternoon
1934.0,M,Y,15.0,Afternoon
1934.0,M,Y,17.0,Afternoon
1934.0,,N,,
1934.0,M,N,,Afternoon
1934.0,M,N,15.0,
1934.0,M,N,22.0,Afternoon
1933.0,M,Y,,
1933.0,M,N,17.0,
1933.0,M,N,,
1933.0,F,N,,
1933.0,M,N,50.0,
1933.0,M,N,15.0,
1933.0,M,,,
1933.0,,Y,,
1933.0,M,Y,24.0,
1933.0,,N,,
1933.0,M,Y,38.0,Afternoon
1932.0,M,N,,
1932.0,,,,
1932.0,M,N,24.0,Morning
1932.0,M,Y,27.0,
1932.0,M,N,18.0,
1932.0,M,,17.0,
1932.0,M,N,32.0,
1932.0,F,Y,,
1932.0,M,Y,,
1932.0,M,N,,Afternoon
1932.0,M,Y,36.0,
1932.0,M,N,23.0,Night
1931.0,M,N,45.0,
1931.0,M,Y,15.0,Afternoon
1931.0,M,N,,
1931.0,F,N,20.0,
1931.0,M,,,
1931.0,M,Y,18.0,
1931.0,,N,,
1931.0,M,Y,23.0,
1931.0,M,Y,,
1931.0,M,Y,19.0,
1931.0,M,,39.0,Night
1931.0,M,N,18.0,Afternoon
1931.0,,,,
1930.0,M,N,49.0,Afternoon
1930.0,M,Y,,
1930.0,,N,,
1930.0,M,N,,
1930.0,M,N,17.0,Afternoon
1930.0,M,N,38.0,
1930.0,M,N,,Morning
1930.0,M,N,29.0,Evening
1930.0,M,N,21.0,
1930.0,M,N,,Evening
1930.0,,,,
1930.0,M,,17.0,
1930.0,M,N,19.0,
1930.0,M,Y,18.0,Afternoon
1930.0,,Y,,
1930.0,M,N,23.0,Afternoon
1930.0,M,N,17.0,
1929.0,M,Y,16.0,
1929.0,M,N,,
1929.0,F,N,17.0,
1929.0,M,Y,20.0,
1929.0,M,Y,55.0,
1929.0,M,Y,,
1929.0,M,Y,42.0,
1929.0,F,,,
1929.0,M,N,19.0,Afternoon
1929.0,M,N,26.0,Afternoon
1929.0,M,N,9.0,
1929.0,M,N,12.0,
1929.0,M,Y,20.0,Afternoon
1929.0,,N,,
1929.0,M,Y,39.0,Afternoon
1929.0,M,Y,,Afternoon
1929.0,F,N,,
1929.0,M,Y,14.0,Evening
1929.0,M,,,
1929.0,M,N,27.0,
1928.0,M,N,,
1928.0,M,N,24.0,
1928.0,M,Y,,
1928.0,M,Y,17.0,Morning
1928.0,M,,,
1928.0,M,,,Afternoon
1928.0,M,N,19.0,Afternoon
1928.0,M,Y,,Evening
1928.0,M,N,15.0,Morning
1928.0,M,Y,28.0,Evening
1928.0,F,N,,
1928.0,M,Y,78.0,
1928.0,,,,Night
1928.0,M,,,Night
1928.0,M,N,18.0,Morning
1928.0,M,N,25.0,Morning
1927.0,M,Y,17.0,Morning
1927.0,,Y,,
1927.0,,Y,,Afternoon
1927.0,M,N,,
1927.0,,N,,
1927.0,M,Y,,
1927.0,M,N,17.0,Afternoon
1927.0,M,N,70.0,
1927.0,M,N,,Morning
1927.0,M,Y,15.0,Morning
1927.0,M,Y,10.0,
1926.0,M,Y,,
1926.0,M,N,,
1926.0,M,N,17.0,Afternoon
1926.0,,N,,Night
1926.0,M,Y,18.0,
1926.0,M,Y,20.0,Morning
1926.0,M,N,15.0,
1926.0,M,,,
1926.0,M,N,26.0,Night
1926.0,F,N,,Afternoon
1926.0,F,Y,,Afternoon
1926.0,F,Y,,
1926.0,M,,,
1925.0,M,Y,55.0,Afternoon
1925.0,F,N,,
1925.0,M,N,,
1925.0,M,N,,Morning
1925.0,,,,
1925.0,M,N,16.0,Afternoon
1925.0,M,Y,16.0,Afternoon
1925.0,M,Y,,
1924.0,F,Y,,
1924.0,M,N,35.0,Night
1924.0,M,Y,35.0,Afternoon
1924.0,M,N,,
1924.0,M,N,,
1924.0,M,N,,Evening
1924.0,M,Y,20.0,Afternoon
1924.0,M,N,21.0,
1924.0,M,,,
1924.0,,N,,
1924.0,F,N,30.0,Evening
1924.0,M,,,Afternoon
1924.0,M,Y,22.0,Afternoon
1924.0,M,N,,Afternoon
1924.0,M,Y,16.0,Afternoon
1923.0,M,N,,
1923.0,M,Y,,
1923.0,M,,,
1923.0,,N,,
1923.0,M,N,,Night
1923.0,M,Y,,Afternoon
1923.0,M,N,25.0,
1923.0,M,Y,13.0,
1922.0,M,N,,
1922.0,F,Y,,
1922.0,M,Y,19.0,Morning
1922.0,M,Y,16.0,
1922.0,M,,,
1922.0,M,Y,,
1922.0,,N,,
1922.0,F,Y,18.0,
1922.0,M,Y,19.0,Morning
1922.0,M,N,18.0,Morning
1922.0,F,Y,14.0,
1922.0,M,Y,21.0,Morning
1922.0,M,Y,18.0,Afternoon
1922.0,M,Y,54.0,Afternoon
1922.0,M,N,,Evening
1922.0,M,Y,26.0,Evening
1921.0,M,N,20.0,
1921.0,M,Y,8.0,Morning
1921.0,M,N,40.0,Morning
1921.0,,Y,,
1921.0,M,N,,
1921.0,M,Y,22.0,Afternoon
1921.0,M,Y,21.0,Afternoon
1921.0,M,Y,,
1921.0,,,,
1920.0,M,N,,
1921.0,M,Y,,Afternoon
1920.0,M,Y,,
1920.0,M,,30.0,
1920.0,M,N,13.0,Evening
1920.0,,N,,
1920.0,M,N,20.0,
1920.0,F,N,18.0,Afternoon
1920.0,M,Y,12.0,Morning
1920.0,F,N,,
1920.0,M,N,12.0,
1919.0,M,N,29.0,
1919.0,M,Y,47.0,Night
1919.0,M,N,,
1919.0,M,Y,,
1919.0,M,N,,Afternoon
1919.0,M,N,,Afternoon
1919.0,M,,,Afternoon
1919.0,M,N,,Afternoon
1919.0,F,N,,Afternoon
1919.0,M,Y,13.0,Morning
1919.0,M,Y,38.0,Morning
1919.0,F,N,,
1918.0,M,Y,,
1918.0,M,Y,22.0,
1918.0,M,N,,Evening
1918.0,M,N,,
1917.0,M,N,,Night
1917.0,M,Y,,Night
1917.0,M,N,,
1917.0,M,Y,,
1917.0,M,Y,,Afternoon
1917.0,M,Y,,Morning
1917.0,M,N,,Afternoon
1917.0,M,Y,,Afternoon
1916.0,M,N,25.0,Morning
1916.0,M,Y,41.0,Morning
1916.0,F,N,,Morning
1916.0,M,N,,
1916.0,M,Y,,Morning
1916.0,M,Y,27.0,Evening
1916.0,M,Y,,
1916.0,F,,,Morning
1916.0,M,N,12.0,
1916.0,M,Y,24.0,
1916.0,M,Y,10.0,Morning
1916.0,M,Y,,Afternoon
1916.0,M,Y,24.0,Afternoon
1916.0,M,N,11.0,
1916.0,M,N,26.0,
1916.0,M,Y,17.0,
1916.0,M,N,,Afternoon
1915.0,M,N,,
1915.0,M,N,10.0,
1915.0,M,Y,,
1915.0,M,,,
1915.0,M,Y,17.0,
1914.0,M,N,,
1914.0,F,N,,
1914.0,M,Y,,
1914.0,M,Y,17.0,
1914.0,M,N,,Morning
1914.0,M,Y,43.0,Afternoon
1914.0,F,N,,Afternoon
1914.0,M,,,
1914.0,F,,,
1913.0,,N,,
1913.0,M,Y,,
1913.0,M,N,12.0,
1913.0,M,N,,
1913.0,M,,,
1913.0,F,,,
1913.0,,,,
1912.0,F,Y,19.0,
1912.0,M,Y,12.0,
1912.0,M,N,,Afternoon
1912.0,M,Y,,
1912.0,M,,,
1912.0,M,N,,
1912.0,M,N,18.0,Afternoon
1912.0,M,Y,21.0,Afternoon
1912.0,M,Y,7.0,
1912.0,M,Y,,Morning
1911.0,M,,,
1911.0,M,Y,,
1911.0,M,N,23.0,Evening
1911.0,M,Y,,Morning
1911.0,M,N,,
1911.0,M,Y,64.0,Evening
1911.0,,N,,
1911.0,M,N,22.0,
1911.0,M,Y,50.0,
1910.0,M,,,
1910.0,M,Y,,
1910.0,M,N,,
1910.0,,Y,,
1910.0,M,N,,Evening
1910.0,M,N,,Night
1910.0,M,,,
1909.0,M,N,,
1909.0,M,Y,,
1909.0,,Y,,
1909.0,M,N,,Afternoon
1909.0,M,N,16.0,
1909.0,F,Y,,
1909.0,F,,19.0,
1909.0,M,,36.0,
1909.0,,,,
1909.0,,N,,
1908.0,M,Y,16.0,
1908.0,M,Y,,
1908.0,M,N,,
1908.0,,,,
1908.0,F,Y,,
1908.0,,Y,,
1908.0,M,,,
1907.0,M,Y,,
1907.0,M,N,,
1907.0,M,N,,Morning
1907.0,M,,,
1907.0,M,N,,Morning
1907.0,F,Y,,
1907.0,M,Y,55.0,
1907.0,M,Y,18.0,Morning
1907.0,M,N,20.0,
1906.0,M,N,,
1906.0,M,Y,,
1906.0,M,,,
1906.0,M,Y,17.0,
1906.0,M,,18.0,
1906.0,M,Y,32.0,Afternoon
1906.0,M,Y,30.0,Afternoon
1905.0,M,Y,,Morning
1905.0,M,,,
1905.0,M,Y,,
1905.0,M,N,,
1905.0,M,N,21.0,
1905.0,M,Y,16.0,Afternoon
1905.0,M,,8.0,
1905.0,M,Y,26.0,Afternoon
1905.0,M,N,40.0,Morning
1905.0,,,,
1905.0,M,,23.0,
1905.0,M,,39.0,
1905.0,,N,,
1904.0,M,N,,
1904.0,M,Y,,
1904.0,M,Y,30.0,
1904.0,M,Y,16.0,
1904.0,M,,,
1903.0,M,Y,,
1903.0,M,N,,
1903.0,M,N,28.0,
1902.0,M,Y,30.0,Evening
1902.0,M,Y,17.0,Afternoon
1902.0,M,N,,
1902.0,M,Y,,
1902.0,M,,,
1902.0,M,N,16.0,Afternoon
1901.0,M,N,10.0,
1901.0,M,N,,
1901.0,M,Y,15.0,
1901.0,M,Y,29.0,Afternoon
1901.0,M,,20.0,
1901.0,M,,,
1901.0,M,N,,Afternoon
1901.0,M,Y,,
1900.0,M,Y,,
1900.0,M,Y,30.0,
1900.0,M,,,
1900.0,M,N,,
1900.0,M,,,
1900.0,M,N,,Afternoon
1900.0,,N,,
1900.0,M,N,,Afternoon
1900.0,M,N,,Morning
1899.0,M,N,,Afternoon
1899.0,,Y,,
1899.0,,N,,Morning
1899.0,M,N,,
1899.0,M,Y,,
1899.0,M,Y,15.0,
1899.0,M,N,9.0,Morning
1899.0,M,N,19.0,Morning
1899.0,M,N,13.0,Morning
1899.0,M,,,
1899.0,F,,13.0,
1898.0,M,Y,,
1898.0,M,N,,
1898.0,M,N,,Afternoon
1898.0,M,,,
1898.0,M,Y,24.0,Afternoon
1898.0,M,Y,22.0,
1898.0,M,Y,,Night
1898.0,M,N,15.0,
1898.0,F,N,,
1897.0,M,N,,
1897.0,M,,,
1897.0,,Y,,
1897.0,M,N,,Afternoon
1897.0,M,Y,,Morning
1897.0,M,Y,,
1897.0,,,,
1896.0,M,N,,Night
1896.0,M,Y,26.0,
1896.0,M,Y,,
1896.0,M,N,,
1896.0,M,Y,35.0,Morning
1896.0,M,Y,11.0,Afternoon
1896.0,M,N,15.0,
1895.0,M,Y,14.0,
1895.0,M,N,,
1895.0,M,Y,,
1895.0,M,,,Night
1895.0,,N,,
1895.0,M,Y,26.0,Night
1895.0,M,Y,28.0,Afternoon
1895.0,M,N,,Morning
1895.0,M,N,13.0,
1894.0,M,N,,
1894.0,M,N,19.0,Morning
1894.0,M,Y,,
1894.0,F,N,,
1894.0,F,,,
1894.0,M,,,
1894.0,F,Y,,
1893.0,M,Y,,
1893.0,,,,
1893.0,F,Y,,
1893.0,M,Y,,Afternoon
1893.0,M,N,,
1893.0,M,,,Afternoon
1893.0,,,,
1892.0,M,Y,15.0,
1892.0,M,N,,
1892.0,F,N,,
1892.0,,,,
1892.0,M,Y,,
1892.0,M,N,21.0,Night
1891.0,M,N,,
1891.0,,Y,,
1891.0,M,Y,,
1891.0,M,,,
1891.0,,Y,,Night
1891.0,M,Y,,Night
1890.0,,,,
1890.0,M,N,18.0,
1890.0,M,Y,,
1890.0,,N,,
1890.0,M,N,,
1890.0,M,,,
1890.0,M,,,
1890.0,M,Y,,Afternoon
1889.0,,,,
1889.0,M,Y,,
1889.0,M,,,
1889.0,M,N,,Morning
1889.0,,N,,
1888.0,M,N,,
1888.0,M,Y,11.0,Afternoon
1888.0,M,Y,,
1888.0,,Y,,
1888.0,M,Y,,Night
1888.0,,N,,
1888.0,M,,,
1888.0,,,,
1888.0,,N,,Evening
1888.0,M,N,,Morning
1887.0,M,Y,33.0,
1887.0,M,Y,,Morning
1887.0,M,Y,,
1887.0,M,N,,
1887.0,,,,
1887.0,,N,,
1887.0,M,Y,,Night
1887.0,M,Y,13.0,Afternoon
1886.0,M,N,,
1886.0,,N,,
1886.0,M,Y,18.0,
1886.0,F,,,
1886.0,M,Y,,Afternoon
1886.0,M,,,
1886.0,M,N,,Morning
1886.0,M,Y,,
1886.0,M,N,,Afternoon
1885.0,,N,,
1885.0,M,N,,Evening
1885.0,M,Y,,
1885.0,M,N,,
1884.0,M,Y,,
1884.0,F,Y,,Night
1884.0,M,N,,
1884.0,M,,,
1884.0,F,Y,,
1883.0,M,Y,21.0,Afternoon
1883.0,M,Y,,
1883.0,M,N,,
1883.0,M,Y,37.0,Night
1883.0,M,,,
1882.0,M,N,,
1882.0,M,N,,Morning
1882.0,M,N,,Afternoon
1882.0,M,Y,,
1881.0,M,,,Evening
1881.0,M,,18.0,
1881.0,M,Y,,Morning
1881.0,M,Y,20.0,
1881.0,M,N,,
1881.0,M,Y,23.0,
1881.0,,Y,,
1880.0,M,Y,12.0,Afternoon
1880.0,M,Y,,
1880.0,M,Y,,Morning
1880.0,M,N,,Afternoon
1880.0,M,N,20.0,Morning
1880.0,F,N,60.0,
1880.0,M,,,
1880.0,M,Y,,Afternoon
1880.0,M,Y,11.0,Morning
1880.0,,N,,Afternoon
1880.0,F,N,13.0,
1880.0,M,N,,
1879.0,M,Y,23.0,
1879.0,M,N,,
1879.0,,N,,
1879.0,M,Y,19.0,
1879.0,M,,,
1879.0,M,Y,,
1878.0,M,N,,
1878.0,M,Y,22.0,
1878.0,M,Y,,
1878.0,M,Y,,Afternoon
1878.0,M,Y,14.0,Afternoon
1878.0,F,Y,,
1878.0,M,Y,11.0,
1877.0,,Y,,
1877.0,M,N,11.0,
1877.0,M,Y,,
1877.0,M,N,,Afternoon
1877.0,M,,,
1877.0,M,N,,
1877.0,M,N,,Morning
1877.0,M,N,15.0,
1877.0,F,N,,
1876.0,M,Y,,
1876.0,M,N,,
1875.0,M,N,,
1875.0,,,,
1875.0,M,Y,3.0,
1875.0,M,,,
1874.0,M,N,,
1875.0,M,Y,,
1874.0,,N,,
1874.0,M,N,,Afternoon
1874.0,M,Y,,
1874.0,,Y,,Night
1873.0,M,N,,
1873.0,M,,,
1873.0,M,N,27.0,
1872.0,M,Y,,
1872.0,M,,,
1872.0,M,N,,
1872.0,,Y,,
1872.0,M,,,Night
1872.0,M,N,,Night
1871.0,M,,,
1871.0,M,N,,
1871.0,M,Y,30.0,
1871.0,M,Y,,
1871.0,M,N,,Night
1870.0,M,N,,
1870.0,M,N,40.0,
1870.0,M,N,13.0,
1870.0,M,N,39.0,
1870.0,M,N,17.0,
1870.0,M,,,
1869.0,M,N,,
1869.0,M,,,
1868.0,M,Y,,
1868.0,M,Y,35.0,Morning
1868.0,,N,,
1868.0,M,N,,
1867.0,M,Y,,
1867.0,,N,,
1866.0,M,Y,,
1866.0,M,,,
1865.0,M,N,17.0,Morning
1865.0,M,Y,,
1865.0,,N,,
1864.0,M,Y,,
1864.0,M,N,,
1864.0,M,N,13.0,
1864.0,M,Y,,Evening
1864.0,M,,,
1864.0,M,Y,,Afternoon
1863.0,M,Y,18.0,Evening
1863.0,M,N,,
1863.0,M,Y,,
1863.0,M,N,,Evening
1863.0,M,,26.0,
1863.0,M,Y,17.0,Evening
1863.0,M,Y,,Morning
1862.0,M,N,28.0,Morning
1862.0,M,Y,,
1862.0,,,,
1862.0,F,N,,
1862.0,M,,,
1862.0,M,Y,18.0,
1862.0,M,Y,,Evening
1862.0,M,N,,
1861.0,M,Y,,Morning
1861.0,M,N,,
1861.0,M,Y,,
1860.0,M,N,,
1860.0,M,Y,,Night
1860.0,M,N,,Evening
1860.0,M,Y,,
1859.0,M,Y,21.0,
1858.0,M,,,
1858.0,M,N,,
1858.0,M,Y,22.0,Afternoon
1858.0,M,Y,,
1857.0,M,Y,,
1856.0,M,Y,,
1856.0,M,Y,22.0,
1856.0,M,,17.0,
1855.0,M,Y,,
1855.0,M,N,,
1855.0,F,Y,2.0,
1855.0,M,,,
1853.0,M,N,,
1853.0,M,Y,,
1853.0,M,,,
1852.0,M,,,
1852.0,M,N,,
1852.0,M,Y,,
1852.0,F,,1.0,
1852.0,M,Y,,Night
1851.0,M,Y,,
1851.0,M,N,,
1850.0,M,Y,,
1849.0,M,Y,,
1849.0,M,Y,,Afternoon
1849.0,F,Y,,
1849.0,M,,,
1848.0,M,N,15.0,
1848.0,M,,,
1848.0,M,N,,
1847.0,M,N,,
1847.0,M,Y,19.0,
1847.0,,Y,,
1847.0,,N,,
1847.0,M,,,
1846.0,M,Y,,
1846.0,M,N,,
1845.0,M,Y,,
1845.0,M,N,,
1844.0,M,Y,,
1842.0,M,N,15.0,
1842.0,,N,,
1842.0,M,Y,8.0,
1842.0,M,N,,
1841.0,M,Y,,Afternoon
1840.0,M,Y,,
1840.0,M,N,,
1840.0,,N,,
1839.0,M,,,
1839.0,M,Y,,
1839.0,M,N,29.0,
1837.0,M,N,,
1837.0,M,N,,Evening
1837.0,M,Y,12.0,Evening
1837.0,M,,,
,M,Y,,
1836.0,,,,
1836.0,,,,
1835.0,M,Y,,
1835.0,M,N,,
1834.0,F,Y,,
1832.0,F,N,,
1832.0,M,N,,
1831.0,M,Y,,
1831.0,M,,,
1830.0,M,Y,52.0,
1830.0,M,Y,,Evening
1830.0,M,Y,,Afternoon
1830.0,M,Y,,Night
1829.0,M,N,,
1829.0,M,Y,,Morning
1829.0,M,Y,,
1828.0,M,N,17.0,
1828.0,M,Y,,
1827.0,M,N,,
1827.0,M,Y,,
1826.0,M,N,,
1826.0,M,Y,,
1826.0,,,,
1826.0,M,Y,,Evening
1825.0,M,Y,,
1825.0,M,N,,
1823.0,,,,
1822.0,,Y,,
1819.0,M,,,
1818.0,M,,,
1817.0,M,Y,,
1817.0,M,Y,,Evening
1817.0,M,Y,22.0,Evening
1817.0,M,N,,Afternoon
1816.0,M,Y,,
1815.0,M,Y,,
1812.0,M,N,,
1811.0,M,Y,,
1810.0,M,Y,,
1808.0,M,Y,,
1808.0,,,,
1807.0,M,N,,
1896.0,M,,,
1805.0,M,,,
1804.0,,N,,
1803.0,M,N,,
1802.0,,Y,,
1801.0,,Y,,
1800.0,F,Y,,
1797.0,,Y,,
1792.0,M,Y,,
1791.0,F,Y,,
1788.0,,N,,
1787.0,M,Y,,
1786.0,M,Y,,
1785.0,M,Y,,
1784.0,M,Y,,Evening
1783.0,M,Y,,Morning
1780.0,M,Y,,
1779.0,M,Y,25.0,
1776.0,M,Y,,
1776.0,,Y,,
1771.0,M,Y,,
1767.0,M,,,
1764.0,M,Y,,
1758.0,M,N,,
1753.0,M,Y,,
1751.0,M,Y,,
1749.0,M,N,14.0,
1755.0,M,,,
1748.0,M,Y,,
1742.0,M,Y,,
1738.0,M,Y,,
1733.0,,,,
1723.0,M,,,
1721.0,M,Y,,
1703.0,M,N,19.0,Night
1700.0,M,Y,,
1700.0,M,N,,
1642.0,M,,,
1638.0,M,,,
1637.0,,,,
1617.0,,,,
1642.0,M,Y,,
1595.0,M,,,
1580.0,M,Y,,
1555.0,M,,,
1554.0,M,,,
1543.0,M,Y,,
,M,N,,
,M,Y,,
,M,N,,
,M,Y,,
,M,N,,
,M,Y,20.0,
,,N,,
,F,N,15.0,
,F,Y,,
,F,N,,
,F,N,21.0,Evening
,,Y,,
,M,N,19.0,
,F,N,,Morning
,M,,,
,M,N,27.0,
,M,N,36.0,
,M,N,25.0,Afternoon
,M,N,6.0,Afternoon
,M,N,16.0,Afternoon
,M,Y,50.0,
,,Y,,Afternoon
,M,Y,14.0,Afternoon
,M,Y,16.0,
,M,,,
,M,Y,15.0,
,,,,
2013.0,M,N,26.0,
2006.0,M,N,34.0,
2006.0,F,N,23.0,
2006.0,F,N,30.0,
2003.0,,N,26.0,Morning
2001.0,M,N,,
2000.0,M,,20.0,
1994.0,M,Y,31.0,
1993.0,M,N,30.0,
1968.0,,N,12.0,Afternoon
1967.0,M,,19.0,Night
1963.0,M,Y,26.0,
1961.0,M,N,37.0,
1960.0,M,,67.0,
1960.0,M,,35.0,
1960.0,M,,27.0,
1960.0,M,,,
1960.0,M,,27.0,
1960.0,M,,34.0,Morning
1960.0,M,,24.0,Morning
1960.0,M,,35.0,Morning
1960.0,M,N,32.0,Night
1959.0,,N,30.0,Night
1959.0,M,N,35.0,
1959.0,M,,19.0,
1959.0,M,Y,26.0,Morning
1947.0,,N,16.0,
1939.0,M,N,11.0,
1932.0,M,Y,23.0,
1924.0,M,N,14.0,
